origin,destination,no_dev,population
8301,13401,17,25958
8301,13402,6,25958
8301,13403,1,25958
8301,13404,10,25958
8301,13501,8,25958
8301,13503,4,25958
8301,13504,1,25958
8301,13601,7,25958
8301,13603,3,25958
8301,13604,2,25958
8301,13605,3,25958
8302,13104,1,1104
8302,13108,1,1104
8302,13111,1,1104
8302,13112,1,1104
8302,13115,2,1104
8302,13117,1,1104
8302,13118,1,1104
8302,13119,5,1104
8302,13120,1,1104
8302,13122,1,1104
8302,13124,1,1104
8302,13125,3,1104
8302,13128,3,1104
8302,13130,1,1104
8302,13131,1,1104
8302,13401,1,1104
8302,13502,1,1104
8302,13601,1,1104
8303,13101,6,4401
8303,13102,1,4401
8303,13103,2,4401
8303,13105,1,4401
8303,13106,2,4401
8303,13107,1,4401
8303,13108,2,4401
8303,13109,2,4401
8303,13110,5,4401
8303,13114,2,4401
8303,13115,2,4401
8303,13118,1,4401
8303,13119,7,4401
8303,13120,4,4401
8303,13121,1,4401
8303,13122,3,4401
8303,13123,2,4401
8303,13124,3,4401
8303,13125,7,4401
8303,13126,4,4401
8303,13128,1,4401
8303,13129,3,4401
8303,13131,3,4401
8303,13132,1,4401
8303,13202,1,4401
8303,13301,4,4401
8303,13302,3,4401
8303,13401,3,4401
8303,13402,1,4401
8303,13404,2,4401
8303,13501,1,4401
8304,13101,1,667
8304,13109,1,667
8304,13110,1,667
8304,13120,1,667
8304,13301,1,667
8304,13402,1,667
8305,13101,13,2531
8305,13102,1,2531
8305,13104,7,2531
8305,13105,2,2531
8305,13106,2,2531
8305,13107,52,2531
8305,13108,1,2531
8305,13110,8,2531
8305,13113,4,2531
8305,13114,3,2531
8305,13115,1,2531
8305,13116,2,2531
8305,13117,2,2531
8305,13119,5,2531
8305,13120,1,2531
8305,13121,2,2531
8305,13122,1,2531
8305,13123,2,2531
8305,13124,4,2531
8305,13125,22,2531
8305,13126,1,2531
8305,13128,4,2531
8305,13130,1,2531
8305,13132,3,2531
8305,13202,1,2531
8305,13301,23,2531
8305,13302,1,2531
8305,13303,1,2531
8305,13401,5,2531
8305,13404,6,2531
8305,13501,1,2531
8305,13601,1,2531
8306,13101,2,2605
8306,13102,1,2605
8306,13104,1,2605
8306,13105,3,2605
8306,13107,1,2605
8306,13108,2,2605
8306,13112,1,2605
8306,13113,2,2605
8306,13114,2,2605
8306,13118,1,2605
8306,13119,2,2605
8306,13120,3,2605
8306,13121,1,2605
8306,13123,1,2605
8306,13125,2,2605
8306,13126,1,2605
8306,13128,1,2605
8306,13129,2,2605
8306,13301,1,2605
8306,13401,1,2605
8306,13403,1,2605
8306,13404,1,2605
8308,13103,1,223
8308,13107,1,223
8308,13110,1,223
8308,13122,1,223
8308,13129,1,223
8308,13404,1,223
8308,13604,1,223
8309,13101,2,995
8309,13108,1,995
8309,13110,4,995
8309,13111,1,995
8309,13112,1,995
8309,13113,2,995
8309,13114,1,995
8309,13119,2,995
8309,13120,1,995
8309,13125,1,995
8309,13128,1,995
8309,13129,1,995
8309,13201,1,995
8309,13301,1,995
8309,13302,1,995
8311,13101,2,1004
8311,13103,1,1004
8311,13105,1,1004
8311,13106,1,1004
8311,13107,2,1004
8311,13108,1,1004
8311,13110,1,1004
8311,13111,1,1004
8311,13112,2,1004
8311,13115,1,1004
8311,13117,1,1004
8311,13118,1,1004
8311,13119,2,1004
8311,13127,2,1004
8311,13129,1,1004
8311,13130,1,1004
8311,13301,3,1004
8311,13302,1,1004
8311,13402,1,1004
8311,13604,1,1004
8312,13101,3,4195
8312,13105,1,4195
8312,13106,1,4195
8312,13107,3,4195
8312,13108,1,4195
8312,13110,6,4195
8312,13111,2,4195
8312,13112,3,4195
8312,13113,3,4195
8312,13115,1,4195
8312,13116,1,4195
8312,13117,2,4195
8312,13119,2,4195
8312,13120,1,4195
8312,13122,1,4195
8312,13123,3,4195
8312,13124,1,4195
8312,13125,2,4195
8312,13127,3,4195
8312,13128,4,4195
8312,13129,3,4195
8312,13130,1,4195
8312,13132,3,4195
8312,13201,1,4195
8312,13202,1,4195
8312,13301,2,4195
8312,13302,3,4195
8312,13401,2,4195
8312,13402,1,4195
8312,13403,1,4195
8312,13404,1,4195
8313,13101,7,4926
8313,13104,2,4926
8313,13105,1,4926
8313,13106,2,4926
8313,13107,2,4926
8313,13108,2,4926
8313,13110,4,4926
8313,13111,3,4926
8313,13112,1,4926
8313,13113,1,4926
8313,13117,1,4926
8313,13119,12,4926
8313,13120,3,4926
8313,13121,1,4926
8313,13124,1,4926
8313,13125,3,4926
8313,13126,1,4926
8313,13127,2,4926
8313,13128,3,4926
8313,13130,1,4926
8313,13131,1,4926
8313,13201,1,4926
8313,13203,1,4926
8313,13301,2,4926
8313,13401,2,4926
8313,13402,1,4926
8313,13404,2,4926
8313,13501,1,4926
8313,13605,1,4926
8314,13110,1,473
8314,13122,1,473
8314,13130,1,473
9101,13101,60,66637
9101,13102,9,66637
9101,13103,4,66637
9101,13104,10,66637
9101,13105,6,66637
9101,13106,9,66637
9101,13107,33,66637
9101,13108,27,66637
9101,13109,11,66637
9101,13110,36,66637
9101,13111,8,66637
9101,13112,20,66637
9101,13113,13,66637
9101,13114,67,66637
9101,13115,29,66637
9101,13116,6,66637
9101,13117,11,66637
9101,13118,4,66637
9101,13119,35,66637
9101,13120,43,66637
9101,13121,10,66637
9101,13122,18,66637
9101,13123,28,66637
9101,13124,16,66637
9101,13125,29,66637
9101,13126,31,66637
9101,13127,41,66637
9101,13128,21,66637
9101,13129,11,66637
9101,13130,10,66637
9101,13131,3,66637
9101,13132,38,66637
9101,13201,7,66637
9101,13202,2,66637
9101,13203,1,66637
9101,13301,23,66637
9101,13302,11,66637
9101,13303,2,66637
9101,13401,13,66637
9101,13402,8,66637
9101,13403,3,66637
9101,13404,4,66637
9101,13501,7,66637
9101,13504,1,66637
9101,13505,1,66637
9101,13601,7,66637
9101,13603,2,66637
9101,13604,5,66637
9101,13605,4,66637
9102,13101,3,4397
9102,13102,2,4397
9102,13103,1,4397
9102,13104,1,4397
9102,13105,3,4397
9102,13106,1,4397
9102,13107,6,4397
9102,13108,2,4397
9102,13109,1,4397
9102,13110,5,4397
9102,13112,2,4397
9102,13115,1,4397
9102,13116,1,4397
9102,13119,4,4397
9102,13121,2,4397
9102,13122,2,4397
9102,13124,1,4397
9102,13125,3,4397
9102,13126,6,4397
9102,13127,2,4397
9102,13128,7,4397
9102,13129,2,4397
9102,13130,1,4397
9102,13131,2,4397
9102,13201,2,4397
9102,13202,1,4397
9102,13302,1,4397
9102,13402,2,4397
9102,13403,2,4397
9102,13502,1,4397
9102,13603,1,4397
9102,13605,1,4397
9103,13101,4,3718
9103,13102,3,3718
9103,13106,1,3718
9103,13107,3,3718
9103,13108,1,3718
9103,13109,1,3718
9103,13110,7,3718
9103,13111,1,3718
9103,13112,1,3718
9103,13114,7,3718
9103,13115,10,3718
9103,13118,1,3718
9103,13119,3,3718
9103,13120,1,3718
9103,13122,2,3718
9103,13123,1,3718
9103,13124,1,3718
9103,13125,1,3718
9103,13126,1,3718
9103,13128,3,3718
9103,13129,1,3718
9103,13130,1,3718
9103,13132,2,3718
9103,13201,3,3718
9103,13203,1,3718
9103,13302,1,3718
9103,13402,2,3718
9103,13403,1,3718
9103,13601,1,3718
9103,13605,1,3718
9104,13101,4,1432
9104,13102,1,1432
9104,13107,4,1432
9104,13108,1,1432
9104,13111,1,1432
9104,13114,5,1432
9104,13115,2,1432
9104,13118,2,1432
9104,13119,2,1432
9104,13122,2,1432
9104,13123,1,1432
9104,13124,1,1432
9104,13125,1,1432
9104,13131,1,1432
9104,13404,2,1432
9104,13601,2,1432
9104,13602,1,1432
9105,13101,6,5065
9105,13102,1,5065
9105,13103,1,5065
9105,13105,2,5065
9105,13106,2,5065
9105,13107,5,5065
9105,13108,2,5065
9105,13109,2,5065
9105,13110,4,5065
9105,13111,2,5065
9105,13112,1,5065
9105,13113,3,5065
9105,13114,5,5065
9105,13115,3,5065
9105,13117,1,5065
9105,13119,8,5065
9105,13120,4,5065
9105,13121,2,5065
9105,13122,3,5065
9105,13123,1,5065
9105,13125,2,5065
9105,13126,1,5065
9105,13127,3,5065
9105,13128,2,5065
9105,13129,2,5065
9105,13130,1,5065
9105,13132,3,5065
9105,13201,1,5065
9105,13301,5,5065
9105,13302,2,5065
9105,13401,3,5065
9105,13404,1,5065
9105,13501,1,5065
9105,13503,1,5065
9105,13601,1,5065
9105,13604,1,5065
9105,13605,2,5065
9106,13101,3,2363
9106,13104,1,2363
9106,13105,1,2363
9106,13107,2,2363
9106,13110,2,2363
9106,13111,1,2363
9106,13112,1,2363
9106,13114,1,2363
9106,13115,4,2363
9106,13119,2,2363
9106,13120,1,2363
9106,13121,1,2363
9106,13122,2,2363
9106,13125,1,2363
9106,13126,2,2363
9106,13127,1,2363
9106,13128,5,2363
9106,13129,1,2363
9106,13130,1,2363
9106,13131,1,2363
9106,13132,3,2363
9106,13201,1,2363
9106,13401,2,2363
9106,13402,2,2363
9106,13501,1,2363
9106,13505,3,2363
9107,13101,3,773
9107,13107,1,773
9107,13110,2,773
9107,13111,2,773
9107,13114,1,773
9107,13115,1,773
9107,13119,1,773
9107,13120,2,773
9107,13123,1,773
9107,13125,1,773
9107,13127,1,773
9107,13130,1,773
9107,13132,1,773
9107,13302,1,773
9107,13501,1,773
9107,13605,1,773
9108,13101,11,7719
9108,13102,1,7719
9108,13104,1,7719
9108,13105,4,7719
9108,13106,2,7719
9108,13107,7,7719
9108,13109,1,7719
9108,13110,7,7719
9108,13111,3,7719
9108,13112,2,7719
9108,13113,2,7719
9108,13114,5,7719
9108,13115,5,7719
9108,13116,1,7719
9108,13117,2,7719
9108,13119,8,7719
9108,13120,3,7719
9108,13121,2,7719
9108,13122,2,7719
9108,13123,3,7719
9108,13124,1,7719
9108,13125,6,7719
9108,13126,12,7719
9108,13128,7,7719
9108,13129,1,7719
9108,13130,1,7719
9108,13132,6,7719
9108,13201,5,7719
9108,13301,3,7719
9108,13302,3,7719
9108,13303,1,7719
9108,13401,4,7719
9108,13402,5,7719
9108,13403,1,7719
9108,13404,3,7719
9108,13501,2,7719
9108,13505,1,7719
9108,13605,1,7719
9109,13101,5,4890
9109,13102,1,4890
9109,13103,1,4890
9109,13106,2,4890
9109,13107,4,4890
9109,13108,2,4890
9109,13109,5,4890
9109,13110,6,4890
9109,13111,2,4890
9109,13112,4,4890
9109,13113,2,4890
9109,13114,6,4890
9109,13115,2,4890
9109,13116,1,4890
9109,13117,2,4890
9109,13119,7,4890
9109,13120,1,4890
9109,13122,4,4890
9109,13124,4,4890
9109,13125,2,4890
9109,13126,7,4890
9109,13127,1,4890
9109,13128,2,4890
9109,13129,1,4890
9109,13130,2,4890
9109,13201,5,4890
9109,13301,3,4890
9109,13302,1,4890
9109,13401,3,4890
9109,13501,1,4890
9109,13601,1,4890
9110,13101,2,1135
9110,13105,1,1135
9110,13106,1,1135
9110,13108,1,1135
9110,13110,1,1135
9110,13111,2,1135
9110,13114,1,1135
9110,13115,4,1135
9110,13117,1,1135
9110,13119,2,1135
9110,13120,2,1135
9110,13122,1,1135
9110,13126,1,1135
9110,13128,3,1135
9110,13129,4,1135
9110,13201,1,1135
9110,13301,2,1135
9110,13401,3,1135
9110,13402,2,1135
9110,13501,1,1135
9110,13505,1,1135
9110,13601,1,1135
9111,13101,5,5258
9111,13102,2,5258
9111,13103,2,5258
9111,13104,1,5258
9111,13105,3,5258
9111,13106,2,5258
9111,13107,2,5258
9111,13108,1,5258
9111,13109,2,5258
9111,13110,1,5258
9111,13111,2,5258
9111,13112,2,5258
9111,13113,3,5258
9111,13115,2,5258
9111,13116,1,5258
9111,13117,2,5258
9111,13118,1,5258
9111,13119,7,5258
9111,13120,2,5258
9111,13121,2,5258
9111,13122,1,5258
9111,13123,1,5258
9111,13124,5,5258
9111,13125,8,5258
9111,13126,2,5258
9111,13127,2,5258
9111,13128,10,5258
9111,13129,2,5258
9111,13130,2,5258
9111,13131,2,5258
9111,13132,2,5258
9111,13201,3,5258
9111,13301,10,5258
9111,13302,2,5258
9111,13401,1,5258
9111,13402,1,5258
9111,13404,2,5258
9111,13501,1,5258
9111,13604,1,5258
9112,13101,8,12840
9112,13102,1,12840
9112,13103,1,12840
9112,13104,2,12840
9112,13106,3,12840
9112,13107,3,12840
9112,13108,5,12840
9112,13109,2,12840
9112,13110,10,12840
9112,13111,1,12840
9112,13112,3,12840
9112,13113,2,12840
9112,13114,2,12840
9112,13115,10,12840
9112,13117,6,12840
9112,13118,2,12840
9112,13119,7,12840
9112,13120,4,12840
9112,13121,1,12840
9112,13122,8,12840
9112,13123,4,12840
9112,13124,3,12840
9112,13125,9,12840
9112,13126,12,12840
9112,13127,3,12840
9112,13128,7,12840
9112,13129,2,12840
9112,13132,7,12840
9112,13201,4,12840
9112,13202,1,12840
9112,13301,7,12840
9112,13302,4,12840
9112,13401,5,12840
9112,13402,4,12840
9112,13404,2,12840
9112,13505,1,12840
9112,13601,1,12840
9112,13605,1,12840
9113,13110,1,680
9113,13112,1,680
9113,13115,2,680
9113,13118,1,680
9113,13119,3,680
9113,13132,1,680
9113,13201,1,680
9113,13301,2,680
9113,13402,1,680
9113,13501,1,680
9113,13505,2,680
9114,13101,4,5800
9114,13103,1,5800
9114,13104,4,5800
9114,13105,1,5800
9114,13107,2,5800
9114,13108,1,5800
9114,13109,1,5800
9114,13110,7,5800
9114,13111,2,5800
9114,13113,2,5800
9114,13114,2,5800
9114,13115,3,5800
9114,13117,1,5800
9114,13118,1,5800
9114,13119,7,5800
9114,13120,3,5800
9114,13122,2,5800
9114,13123,2,5800
9114,13124,5,5800
9114,13125,4,5800
9114,13126,2,5800
9114,13127,2,5800
9114,13128,4,5800
9114,13129,1,5800
9114,13131,1,5800
9114,13132,3,5800
9114,13201,1,5800
9114,13202,1,5800
9114,13301,1,5800
9114,13302,2,5800
9114,13303,1,5800
9114,13401,4,5800
9114,13404,4,5800
9114,13501,2,5800
9114,13504,5,5800
9114,13604,1,5800
9115,13101,46,12602
9115,13102,2,12602
9115,13103,3,12602
9115,13104,9,12602
9115,13105,7,12602
9115,13106,7,12602
9115,13107,20,12602
9115,13108,11,12602
9115,13109,8,12602
9115,13110,43,12602
9115,13111,7,12602
9115,13112,4,12602
9115,13113,19,12602
9115,13114,103,12602
9115,13115,84,12602
9115,13116,6,12602
9115,13117,10,12602
9115,13118,5,12602
9115,13119,69,12602
9115,13120,40,12602
9115,13121,7,12602
9115,13122,36,12602
9115,13123,45,12602
9115,13124,25,12602
9115,13125,17,12602
9115,13126,17,12602
9115,13127,18,12602
9115,13128,9,12602
9115,13129,10,12602
9115,13130,9,12602
9115,13132,68,12602
9115,13201,12,12602
9115,13202,1,12602
9115,13203,1,12602
9115,13301,27,12602
9115,13302,6,12602
9115,13303,2,12602
9115,13401,20,12602
9115,13402,18,12602
9115,13403,5,12602
9115,13404,9,12602
9115,13501,9,12602
9115,13503,6,12602
9115,13505,2,12602
9115,13601,3,12602
9115,13602,1,12602
9115,13603,4,12602
9115,13604,7,12602
9115,13605,7,12602
9116,13102,2,912
9116,13104,1,912
9116,13105,1,912
9116,13110,3,912
9116,13112,2,912
9116,13113,1,912
9116,13115,1,912
9116,13117,1,912
9116,13119,6,912
9116,13121,1,912
9116,13124,1,912
9116,13125,1,912
9116,13126,2,912
9116,13127,2,912
9116,13302,2,912
9116,13401,1,912
9116,13501,1,912
9116,13605,1,912
9117,13101,3,3085
9117,13103,1,3085
9117,13104,2,3085
9117,13107,2,3085
9117,13108,2,3085
9117,13109,4,3085
9117,13110,1,3085
9117,13111,5,3085
9117,13112,3,3085
9117,13113,6,3085
9117,13114,3,3085
9117,13115,2,3085
9117,13116,1,3085
9117,13117,2,3085
9117,13118,1,3085
9117,13119,8,3085
9117,13120,4,3085
9117,13122,2,3085
9117,13124,4,3085
9117,13125,4,3085
9117,13126,3,3085
9117,13127,1,3085
9117,13128,5,3085
9117,13129,1,3085
9117,13131,2,3085
9117,13132,3,3085
9117,13201,5,3085
9117,13301,2,3085
9117,13302,4,3085
9117,13401,4,3085
9117,13402,1,3085
9117,13403,1,3085
9117,13501,3,3085
9117,13502,1,3085
9117,13601,3,3085
9117,13603,1,3085
9117,13604,1,3085
9117,13605,2,3085
9118,13101,2,1175
9118,13103,1,1175
9118,13105,1,1175
9118,13106,2,1175
9118,13107,1,1175
9118,13108,3,1175
9118,13110,2,1175
9118,13111,1,1175
9118,13112,1,1175
9118,13113,2,1175
9118,13115,2,1175
9118,13116,1,1175
9118,13118,1,1175
9118,13120,2,1175
9118,13122,3,1175
9118,13123,1,1175
9118,13124,2,1175
9118,13126,5,1175
9118,13127,2,1175
9118,13131,1,1175
9118,13201,3,1175
9118,13303,1,1175
9118,13503,1,1175
9118,13505,1,1175
9118,13604,1,1175
9119,13101,2,4300
9119,13104,1,4300
9119,13106,1,4300
9119,13107,3,4300
9119,13108,1,4300
9119,13109,2,4300
9119,13110,4,4300
9119,13111,2,4300
9119,13112,2,4300
9119,13114,5,4300
9119,13115,2,4300
9119,13117,3,4300
9119,13118,1,4300
9119,13119,4,4300
9119,13120,2,4300
9119,13122,1,4300
9119,13123,1,4300
9119,13124,1,4300
9119,13125,4,4300
9119,13126,2,4300
9119,13127,1,4300
9119,13128,3,4300
9119,13129,1,4300
9119,13131,1,4300
9119,13132,4,4300
9119,13201,1,4300
9119,13301,4,4300
9119,13302,1,4300
9119,13401,3,4300
9119,13402,1,4300
9119,13404,2,4300
9119,13502,1,4300
9119,13605,1,4300
9120,13101,47,19002
9120,13102,7,19002
9120,13103,9,19002
9120,13104,11,19002
9120,13105,12,19002
9120,13106,7,19002
9120,13107,23,19002
9120,13108,13,19002
9120,13109,13,19002
9120,13110,67,19002
9120,13111,13,19002
9120,13112,13,19002
9120,13113,16,19002
9120,13114,68,19002
9120,13115,45,19002
9120,13116,1,19002
9120,13117,10,19002
9120,13118,8,19002
9120,13119,70,19002
9120,13120,30,19002
9120,13121,7,19002
9120,13122,35,19002
9120,13123,38,19002
9120,13124,24,19002
9120,13125,26,19002
9120,13126,20,19002
9120,13127,23,19002
9120,13128,35,19002
9120,13129,14,19002
9120,13130,15,19002
9120,13131,2,19002
9120,13132,45,19002
9120,13201,21,19002
9120,13202,2,19002
9120,13203,2,19002
9120,13301,17,19002
9120,13302,7,19002
9120,13303,2,19002
9120,13401,14,19002
9120,13402,6,19002
9120,13403,5,19002
9120,13404,5,19002
9120,13501,8,19002
9120,13503,4,19002
9120,13504,4,19002
9120,13601,7,19002
9120,13602,3,19002
9120,13603,3,19002
9120,13604,10,19002
9120,13605,9,19002
9121,13101,1,1899
9121,13105,1,1899
9121,13107,1,1899
9121,13108,1,1899
9121,13109,2,1899
9121,13110,5,1899
9121,13113,3,1899
9121,13114,1,1899
9121,13115,2,1899
9121,13119,4,1899
9121,13120,4,1899
9121,13121,1,1899
9121,13122,4,1899
9121,13124,1,1899
9121,13125,3,1899
9121,13126,2,1899
9121,13128,2,1899
9121,13201,5,1899
9121,13203,1,1899
9121,13401,2,1899
9121,13501,1,1899
9121,13503,1,1899
9201,13101,11,6508
9201,13102,2,6508
9201,13104,2,6508
9201,13106,1,6508
9201,13107,4,6508
9201,13109,2,6508
9201,13110,5,6508
9201,13111,1,6508
9201,13112,6,6508
9201,13113,3,6508
9201,13114,7,6508
9201,13115,5,6508
9201,13117,4,6508
9201,13118,1,6508
9201,13119,12,6508
9201,13120,5,6508
9201,13122,5,6508
9201,13123,4,6508
9201,13124,2,6508
9201,13125,3,6508
9201,13126,5,6508
9201,13127,4,6508
9201,13128,3,6508
9201,13129,5,6508
9201,13130,2,6508
9201,13132,5,6508
9201,13201,3,6508
9201,13202,1,6508
9201,13301,3,6508
9201,13302,1,6508
9201,13303,2,6508
9201,13401,6,6508
9201,13402,1,6508
9201,13403,2,6508
9201,13404,2,6508
9201,13501,2,6508
9201,13505,2,6508
9201,13603,1,6508
9201,13604,1,6508
9201,13605,2,6508
9202,13101,5,3130
9202,13104,1,3130
9202,13105,3,3130
9202,13106,3,3130
9202,13107,7,3130
9202,13108,1,3130
9202,13109,1,3130
9202,13110,4,3130
9202,13111,1,3130
9202,13113,1,3130
9202,13116,1,3130
9202,13117,2,3130
9202,13118,2,3130
9202,13119,5,3130
9202,13120,2,3130
9202,13122,3,3130
9202,13123,1,3130
9202,13124,5,3130
9202,13125,4,3130
9202,13126,4,3130
9202,13127,2,3130
9202,13128,1,3130
9202,13130,3,3130
9202,13201,2,3130
9202,13301,2,3130
9202,13302,2,3130
9202,13401,2,3130
9202,13404,2,3130
9202,13501,1,3130
9202,13505,1,3130
9203,13101,5,2450
9203,13102,2,2450
9203,13105,2,2450
9203,13106,1,2450
9203,13107,5,2450
9203,13110,3,2450
9203,13114,5,2450
9203,13115,2,2450
9203,13119,4,2450
9203,13120,4,2450
9203,13121,1,2450
9203,13122,1,2450
9203,13123,1,2450
9203,13125,2,2450
9203,13127,2,2450
9203,13129,2,2450
9203,13130,1,2450
9203,13132,7,2450
9203,13301,1,2450
9203,13401,2,2450
9203,13402,1,2450
9203,13404,1,2450
9203,13505,4,2450
9203,13602,2,2450
9203,13603,1,2450
9203,13604,1,2450
9204,13101,6,1986
9204,13102,1,1986
9204,13106,1,1986
9204,13107,2,1986
9204,13108,1,1986
9204,13109,1,1986
9204,13110,2,1986
9204,13111,2,1986
9204,13113,2,1986
9204,13114,3,1986
9204,13115,4,1986
9204,13116,3,1986
9204,13117,3,1986
9204,13119,7,1986
9204,13120,1,1986
9204,13121,1,1986
9204,13122,2,1986
9204,13125,1,1986
9204,13126,2,1986
9204,13128,3,1986
9204,13201,7,1986
9204,13301,1,1986
9204,13401,5,1986
9204,13402,1,1986
9204,13403,1,1986
9204,13404,1,1986
9204,13503,1,1986
9204,13605,1,1986
9205,13107,2,1096
9205,13108,1,1096
9205,13110,3,1096
9205,13112,1,1096
9205,13113,1,1096
9205,13114,1,1096
9205,13115,3,1096
9205,13117,1,1096
9205,13119,2,1096
9205,13121,2,1096
9205,13123,1,1096
9205,13124,3,1096
9205,13128,1,1096
9205,13132,1,1096
9205,13302,1,1096
9205,13404,1,1096
9205,13505,2,1096
9206,13103,1,663
9206,13104,1,663
9206,13109,1,663
9206,13112,1,663
9206,13114,1,663
9206,13115,1,663
9206,13122,1,663
9206,13123,1,663
9206,13124,1,663
9206,13132,1,663
9206,13201,1,663
9206,13505,1,663
9207,13101,2,1439
9207,13104,1,1439
9207,13105,2,1439
9207,13107,1,1439
9207,13111,1,1439
9207,13112,2,1439
9207,13113,1,1439
9207,13114,2,1439
9207,13116,1,1439
9207,13117,1,1439
9207,13119,3,1439
9207,13121,1,1439
9207,13124,1,1439
9207,13127,3,1439
9207,13128,3,1439
9207,13201,1,1439
9207,13401,2,1439
9207,13402,2,1439
9208,13101,1,1320
9208,13102,1,1320
9208,13103,1,1320
9208,13105,1,1320
9208,13106,1,1320
9208,13108,2,1320
9208,13110,2,1320
9208,13111,1,1320
9208,13112,1,1320
9208,13113,1,1320
9208,13115,1,1320
9208,13117,1,1320
9208,13119,4,1320
9208,13127,1,1320
9208,13128,2,1320
9208,13129,2,1320
9208,13130,1,1320
9208,13131,1,1320
9208,13132,2,1320
9208,13201,1,1320
9208,13301,2,1320
9208,13401,1,1320
9208,13402,1,1320
9208,13501,1,1320
9209,13101,1,1457
9209,13105,3,1457
9209,13107,4,1457
9209,13110,2,1457
9209,13112,3,1457
9209,13113,2,1457
9209,13114,3,1457
9209,13115,1,1457
9209,13119,2,1457
9209,13120,2,1457
9209,13121,1,1457
9209,13123,2,1457
9209,13125,1,1457
9209,13126,1,1457
9209,13127,2,1457
9209,13130,2,1457
9209,13132,1,1457
9209,13201,2,1457
9209,13301,1,1457
9209,13303,1,1457
9209,13401,2,1457
9209,13403,3,1457
9209,13605,2,1457
9210,13101,8,2393
9210,13102,1,2393
9210,13106,1,2393
9210,13107,1,2393
9210,13108,1,2393
9210,13110,3,2393
9210,13111,2,2393
9210,13112,1,2393
9210,13114,4,2393
9210,13117,1,2393
9210,13120,1,2393
9210,13121,2,2393
9210,13124,1,2393
9210,13125,1,2393
9210,13126,4,2393
9210,13128,1,2393
9210,13129,1,2393
9210,13132,3,2393
9210,13201,1,2393
9210,13302,1,2393
9210,13303,1,2393
9210,13401,3,2393
9210,13402,2,2393
9210,13403,1,2393
9210,13404,2,2393
9210,13505,1,2393
9210,13604,1,2393
9211,13101,10,8312
9211,13102,3,8312
9211,13103,2,8312
9211,13104,1,8312
9211,13105,5,8312
9211,13106,2,8312
9211,13107,5,8312
9211,13108,1,8312
9211,13109,1,8312
9211,13110,7,8312
9211,13111,3,8312
9211,13113,7,8312
9211,13114,3,8312
9211,13115,6,8312
9211,13116,3,8312
9211,13117,2,8312
9211,13118,2,8312
9211,13119,8,8312
9211,13120,4,8312
9211,13121,3,8312
9211,13122,5,8312
9211,13123,7,8312
9211,13124,8,8312
9211,13125,2,8312
9211,13126,3,8312
9211,13127,4,8312
9211,13128,2,8312
9211,13129,5,8312
9211,13130,1,8312
9211,13132,3,8312
9211,13201,4,8312
9211,13301,3,8312
9211,13302,5,8312
9211,13303,3,8312
9211,13401,4,8312
9211,13402,2,8312
9211,13403,1,8312
9211,13404,1,8312
9211,13501,7,8312
9211,13502,1,8312
9211,13504,1,8312
9211,13601,1,8312
9211,13604,1,8312
9211,13605,2,8312
10101,13101,49,41155
10101,13102,5,41155
10101,13103,1,41155
10101,13104,16,41155
10101,13105,7,41155
10101,13106,11,41155
10101,13107,30,41155
10101,13108,21,41155
10101,13109,4,41155
10101,13110,42,41155
10101,13111,10,41155
10101,13112,12,41155
10101,13113,10,41155
10101,13114,56,41155
10101,13115,8,41155
10101,13116,7,41155
10101,13117,11,41155
10101,13118,5,41155
10101,13119,28,41155
10101,13120,16,41155
10101,13121,5,41155
10101,13122,25,41155
10101,13123,22,41155
10101,13124,33,41155
10101,13125,23,41155
10101,13126,12,41155
10101,13127,29,41155
10101,13128,24,41155
10101,13129,9,41155
10101,13130,13,41155
10101,13131,5,41155
10101,13132,21,41155
10101,13201,15,41155
10101,13202,1,41155
10101,13301,10,41155
10101,13302,6,41155
10101,13303,2,41155
10101,13401,18,41155
10101,13402,6,41155
10101,13403,6,41155
10101,13404,2,41155
10101,13501,8,41155
10101,13503,3,41155
10101,13601,6,41155
10101,13603,3,41155
10101,13605,10,41155
10102,13101,8,7974
10102,13105,1,7974
10102,13106,2,7974
10102,13107,2,7974
10102,13108,1,7974
10102,13109,1,7974
10102,13110,3,7974
10102,13111,2,7974
10102,13112,1,7974
10102,13113,1,7974
10102,13114,3,7974
10102,13115,1,7974
10102,13116,2,7974
10102,13117,1,7974
10102,13118,1,7974
10102,13123,1,7974
10102,13126,1,7974
10102,13127,1,7974
10102,13128,2,7974
10102,13129,1,7974
10102,13131,1,7974
10102,13132,1,7974
10102,13201,2,7974
10102,13202,1,7974
10102,13203,1,7974
10102,13401,1,7974
10102,13501,2,7974
10102,13604,1,7974
10102,13605,1,7974
10103,13101,1,718
10103,13108,1,718
10103,13114,3,718
10103,13115,2,718
10103,13117,1,718
10103,13118,2,718
10103,13119,6,718
10103,13120,1,718
10103,13121,1,718
10103,13122,1,718
10103,13123,1,718
10103,13124,1,718
10103,13127,1,718
10103,13132,1,718
10103,13202,1,718
10103,13301,1,718
10103,13302,1,718
10103,13401,1,718
10103,13601,1,718
10104,13101,1,1455
10104,13108,1,1455
10104,13110,1,1455
10104,13113,1,1455
10104,13114,1,1455
10104,13115,2,1455
10104,13117,2,1455
10104,13120,1,1455
10104,13123,1,1455
10104,13124,1,1455
10104,13125,1,1455
10104,13126,1,1455
10104,13127,1,1455
10104,13130,1,1455
10104,13301,1,1455
10104,13401,2,1455
