home,geo_area_id,device,population,devices_pct
13101,1101,101,98652,0.1
13101,1107,22,98652,0.02
13101,1401,9,98652,0.01
13101,1402,1,98652,0.0
13101,1405,7,98652,0.01
13101,2101,204,98652,0.21
13101,2102,5,98652,0.01
13101,2103,13,98652,0.01
13101,2104,5,98652,0.01
13101,2201,127,98652,0.13
13101,2203,6,98652,0.01
13101,2301,1,98652,0.0
13101,2302,2,98652,0.0
13101,3101,137,98652,0.13999999999999999
13101,3102,9,98652,0.01
13101,3103,5,98652,0.01
13101,3201,8,98652,0.01
13101,3202,24,98652,0.02
13101,3301,20,98652,0.02
13101,3302,3,98652,0.0
13101,3303,1,98652,0.0
13101,3304,4,98652,0.0
13101,4101,181,98652,0.18
13101,4102,130,98652,0.13
13101,4103,9,98652,0.01
13101,4104,3,98652,0.0
13101,4105,2,98652,0.0
13101,4106,10,98652,0.01
13101,4201,16,98652,0.02
13101,4202,5,98652,0.01
13101,4203,39,98652,0.04
13101,4204,14,98652,0.01
13101,4301,88,98652,0.09
13101,4302,10,98652,0.01
13101,4303,10,98652,0.01
13101,4304,11,98652,0.01
13101,5101,230,98652,0.22999999999999998
13101,5102,20,98652,0.02
13101,5103,59,98652,0.06
13101,5104,1,98652,0.0
13101,5105,37,98652,0.04
13101,5107,32,98652,0.03
13101,5109,449,98652,0.45999999999999996
13101,5201,2,98652,0.0
13101,5301,53,98652,0.05
13101,5302,16,98652,0.02
13101,5303,6,98652,0.01
13101,5304,15,98652,0.02
13101,5401,48,98652,0.05
13101,5402,8,98652,0.01
13101,5403,16,98652,0.02
13101,5404,10,98652,0.01
13101,5405,5,98652,0.01
13101,5501,46,98652,0.05
13101,5502,31,98652,0.03
13101,5503,5,98652,0.01
13101,5504,22,98652,0.02
13101,5506,10,98652,0.01
13101,5601,77,98652,0.08
13101,5602,90,98652,0.09
13101,5603,33,98652,0.03
13101,5604,71,98652,0.06999999999999999
13101,5605,70,98652,0.06999999999999999
13101,5606,24,98652,0.02
13101,5701,63,98652,0.06
13101,5702,10,98652,0.01
13101,5703,12,98652,0.01
13101,5704,11,98652,0.01
13101,5705,17,98652,0.02
13101,5706,12,98652,0.01
13101,5801,162,98652,0.16
13101,5802,24,98652,0.02
13101,5803,20,98652,0.02
13101,5804,76,98652,0.08
13101,6101,214,98652,0.22
13101,6102,14,98652,0.01
13101,6103,11,98652,0.01
13101,6104,7,98652,0.01
13101,6105,19,98652,0.02
13101,6106,31,98652,0.03
13101,6107,59,98652,0.06
13101,6108,57,98652,0.06
13101,6109,7,98652,0.01
13101,6110,13,98652,0.01
13101,6111,12,98652,0.01
13101,6112,12,98652,0.01
13101,6113,12,98652,0.01
13101,6114,13,98652,0.01
13101,6115,64,98652,0.06
13101,6116,28,98652,0.03
13101,6117,59,98652,0.06
13101,6201,51,98652,0.05
13101,6202,2,98652,0.0
13101,6203,13,98652,0.01
13101,6204,12,98652,0.01
13101,6205,13,98652,0.01
13101,6206,11,98652,0.01
13101,6301,71,98652,0.06999999999999999
13101,6302,14,98652,0.01
13101,6303,42,98652,0.04
13101,6304,7,98652,0.01
13101,6305,24,98652,0.02
13101,6306,16,98652,0.02
13101,6307,19,98652,0.02
13101,6308,9,98652,0.01
13101,6309,8,98652,0.01
13101,6310,48,98652,0.05
13101,7101,165,98652,0.16999999999999998
13101,7102,14,98652,0.01
13101,7103,4,98652,0.0
13101,7104,4,98652,0.0
13101,7105,13,98652,0.01
13101,7106,10,98652,0.01
13101,7107,2,98652,0.0
13101,7109,8,98652,0.01
13101,7110,3,98652,0.0
13101,7201,16,98652,0.02
13101,7202,1,98652,0.0
13101,7203,5,98652,0.01
13101,7301,91,98652,0.09
13101,7302,6,98652,0.01
13101,7303,5,98652,0.01
13101,7304,9,98652,0.01
13101,7305,4,98652,0.0
13101,7306,8,98652,0.01
13101,7307,7,98652,0.01
13101,7308,4,98652,0.0
13101,7309,3,98652,0.0
13101,7401,59,98652,0.06
13101,7402,5,98652,0.01
13101,7403,4,98652,0.0
13101,7404,17,98652,0.02
13101,7405,14,98652,0.01
13101,7406,19,98652,0.02
13101,7407,8,98652,0.01
13101,7408,7,98652,0.01
13101,8101,84,98652,0.09
13101,8102,19,98652,0.02
13101,8103,18,98652,0.02
13101,8104,2,98652,0.0
13101,8105,5,98652,0.01
13101,8106,11,98652,0.01
13101,8107,15,98652,0.02
13101,8108,50,98652,0.05
13101,8109,2,98652,0.0
13101,8110,57,98652,0.06
13101,8111,12,98652,0.01
13101,8112,18,98652,0.02
13101,8201,1,98652,0.0
13101,8202,10,98652,0.01
13101,8203,4,98652,0.0
13101,8204,1,98652,0.0
13101,8205,7,98652,0.01
13101,8206,7,98652,0.01
13101,8207,1,98652,0.0
13101,8301,69,98652,0.06999999999999999
13101,8302,5,98652,0.01
13101,8303,10,98652,0.01
13101,8305,3,98652,0.0
13101,8306,6,98652,0.01
13101,8307,5,98652,0.01
13101,8308,5,98652,0.01
13101,8309,5,98652,0.01
13101,8310,4,98652,0.0
13101,8312,8,98652,0.01
13101,8313,7,98652,0.01
13101,9101,100,98652,0.1
13101,9102,8,98652,0.01
13101,9103,6,98652,0.01
13101,9105,4,98652,0.0
13101,9106,4,98652,0.0
13101,9107,5,98652,0.01
