home,geo_area_id,device,population,devices_pct
3301,13112,3,10406,0.03
3301,13113,1,10406,0.01
3301,13114,6,10406,0.06
3301,13115,3,10406,0.03
3301,13116,1,10406,0.01
3301,13117,1,10406,0.01
3301,13118,1,10406,0.01
3301,13119,9,10406,0.09
3301,13120,5,10406,0.05
3301,13122,5,10406,0.05
3301,13123,5,10406,0.05
3301,13124,4,10406,0.04
3301,13125,5,10406,0.05
3301,13128,2,10406,0.02
3301,13129,1,10406,0.01
3301,13130,1,10406,0.01
3301,13131,1,10406,0.01
3301,13201,4,10406,0.04
3301,13202,1,10406,0.01
3301,13301,4,10406,0.04
3301,13302,1,10406,0.01
3301,13303,2,10406,0.02
3301,13401,3,10406,0.03
3301,13402,2,10406,0.02
3301,13403,1,10406,0.01
3301,13404,1,10406,0.01
3301,13503,1,10406,0.01
3301,13504,1,10406,0.01
3301,13601,1,10406,0.01
3301,13603,2,10406,0.02
3301,13605,1,10406,0.01
3302,13101,2,1629,0.12
3302,13111,1,1629,0.06
3302,13120,3,1629,0.18
3302,13122,1,1629,0.06
3302,13125,1,1629,0.06
3302,13129,1,1629,0.06
3302,13601,1,1629,0.06
3303,13114,1,1409,0.06999999999999999
3303,13117,1,1409,0.06999999999999999
3303,13119,1,1409,0.06999999999999999
3303,13124,3,1409,0.21
3303,13126,1,1409,0.06999999999999999
3303,13201,2,1409,0.13999999999999999
3303,13404,1,1409,0.06999999999999999
3304,13101,2,2077,0.1
3304,13103,1,2077,0.05
3304,13105,1,2077,0.05
3304,13106,2,2077,0.1
3304,13108,1,2077,0.05
3304,13109,1,2077,0.05
3304,13110,1,2077,0.05
3304,13114,1,2077,0.05
3304,13117,1,2077,0.05
3304,13118,1,2077,0.05
3304,13119,5,2077,0.24
3304,13120,2,2077,0.1
3304,13121,1,2077,0.05
3304,13122,2,2077,0.1
3304,13126,1,2077,0.05
3304,13129,1,2077,0.05
3304,13131,1,2077,0.05
3304,13201,1,2077,0.05
3304,13203,1,2077,0.05
3304,13301,1,2077,0.05
3304,13402,1,2077,0.05
3304,13403,1,2077,0.05
3304,13501,1,2077,0.05
3304,13601,1,2077,0.05
3304,13605,1,2077,0.05
4101,13101,77,49194,0.16
4101,13102,6,49194,0.01
4101,13103,10,49194,0.02
4101,13104,9,49194,0.02
4101,13105,15,49194,0.03
4101,13106,17,49194,0.03
4101,13107,20,49194,0.04
4101,13108,8,49194,0.02
4101,13109,9,49194,0.02
4101,13110,42,49194,0.09
4101,13111,3,49194,0.01
4101,13112,9,49194,0.02
4101,13113,27,49194,0.05
4101,13114,84,49194,0.16999999999999998
4101,13115,26,49194,0.05
4101,13116,4,49194,0.01
4101,13117,8,49194,0.02
4101,13118,18,49194,0.04
4101,13119,87,49194,0.18
4101,13120,53,49194,0.11
4101,13121,5,49194,0.01
4101,13122,45,49194,0.09
4101,13123,57,49194,0.12
4101,13124,23,49194,0.05
4101,13125,11,49194,0.02
4101,13126,23,49194,0.05
4101,13127,19,49194,0.04
4101,13128,21,49194,0.04
4101,13129,7,49194,0.01
4101,13130,17,49194,0.03
4101,13131,11,49194,0.02
4101,13132,10,49194,0.02
4101,13201,74,49194,0.15
4101,13202,1,49194,0.0
4101,13203,1,49194,0.0
4101,13301,25,49194,0.05
4101,13302,11,49194,0.02
4101,13303,7,49194,0.01
4101,13401,25,49194,0.05
4101,13402,11,49194,0.02
4101,13403,6,49194,0.01
4101,13404,8,49194,0.02
4101,13501,13,49194,0.03
4101,13503,3,49194,0.01
4101,13504,2,49194,0.0
4101,13505,2,49194,0.0
4101,13601,5,49194,0.01
4101,13602,2,49194,0.0
4101,13603,3,49194,0.01
4101,13604,8,49194,0.02
4101,13605,12,49194,0.02
4102,13101,73,48148,0.15
4102,13102,5,48148,0.01
4102,13103,12,48148,0.02
4102,13104,20,48148,0.04
4102,13105,14,48148,0.03
4102,13106,36,48148,0.06999999999999999
4102,13107,11,48148,0.02
4102,13108,5,48148,0.01
4102,13109,16,48148,0.03
4102,13110,52,48148,0.11
4102,13111,11,48148,0.02
4102,13112,12,48148,0.02
4102,13113,23,48148,0.05
4102,13114,75,48148,0.16
4102,13115,22,48148,0.05
4102,13116,7,48148,0.01
4102,13117,7,48148,0.01
4102,13118,12,48148,0.02
4102,13119,80,48148,0.16999999999999998
4102,13120,33,48148,0.06999999999999999
4102,13121,6,48148,0.01
4102,13122,40,48148,0.08
4102,13123,49,48148,0.1
4102,13124,34,48148,0.06999999999999999
4102,13125,24,48148,0.05
4102,13126,22,48148,0.05
4102,13127,21,48148,0.04
4102,13128,17,48148,0.04
4102,13129,5,48148,0.01
4102,13130,11,48148,0.02
4102,13131,9,48148,0.02
4102,13132,22,48148,0.05
4102,13201,73,48148,0.15
4102,13202,4,48148,0.01
4102,13203,2,48148,0.0
4102,13301,34,48148,0.06999999999999999
4102,13302,17,48148,0.04
4102,13303,6,48148,0.01
4102,13401,44,48148,0.09
4102,13402,18,48148,0.04
4102,13403,3,48148,0.01
4102,13404,13,48148,0.03
4102,13501,11,48148,0.02
4102,13502,2,48148,0.0
4102,13503,3,48148,0.01
4102,13504,1,48148,0.0
4102,13505,3,48148,0.01
4102,13601,18,48148,0.04
4102,13602,1,48148,0.0
4102,13603,1,48148,0.0
4102,13604,6,48148,0.01
4102,13605,18,48148,0.04
4103,13104,1,2520,0.04
4103,13110,1,2520,0.04
4103,13113,1,2520,0.04
4103,13114,1,2520,0.04
4103,13117,1,2520,0.04
4103,13118,1,2520,0.04
4103,13119,2,2520,0.08
4103,13122,1,2520,0.04
4103,13123,3,2520,0.12
4103,13125,1,2520,0.04
4103,13128,1,2520,0.04
4103,13303,1,2520,0.04
4103,13401,3,2520,0.12
4103,13402,1,2520,0.04
4104,13101,2,1661,0.12
